qid,bm_loc,dn_loc,ans_loc,un_loc,pool_loc,bm_n,dn_n
dYx9rCpGoJCKAkgd,0.05,0.056666666666666664,0.36,0.04430379746835443,3027,15,17
4P41alOcv8cvJytt,0.05333333333333334,0.03,0.36,0.03290676416819013,2575,16,9
X9wSsm7xdnVdNEEF,0.0,0.0,0.0,0.0,0,0,0
mER4NMuCUOZawFsU,0.056666666666666664,0.05,0.44,0.04564315352697095,2326,17,15
Ho5v7Zw8qqn1yRRa,0.11333333333333333,0.09,0.84,0.09785202863961814,3178,34,27
5uKdFKkwXgbgLP4R,0.04,0.05,0.4,0.043668122270742356,1022,12,15
zR4soEVRlWakwi2J,0.03,0.023333333333333334,0.22,0.02247191011235955,1122,9,7
pU5ZTX26UKVEQG4U,0.17333333333333334,0.15333333333333332,1.0,0.16266173752310537,19543,52,46
YdA3QTNc4XlkJaZS,0.0033333333333333335,0.006666666666666667,0.04,0.003952569169960474,580,1,2
1lBtH5JUYeKb4fOB,0.13333333333333333,0.13666666666666666,0.98,0.12028301886792453,19543,40,41
LO6awz4R1WvKoTB9,0.0033333333333333335,0.01,0.08,0.007352941176470588,599,1,3
RQCddbIs0q840JOh,0.22666666666666666,0.31666666666666665,1.0,0.27075812274368233,1638,68,95
lKakSNjoQSSaUKoN,0.023333333333333334,0.0,0.1,0.011804384485666104,746,7,0
BHjGk7QwHXeEYsvG,0.12,0.13666666666666666,1.0,0.11310592459605028,19543,36,41
vNOeQdoUwj0ge6Bu,0.056666666666666664,0.04,0.46,0.047058823529411764,3070,17,12
kZuEkpl2fjywp7Dj,0.09333333333333334,0.08333333333333333,0.62,0.06391752577319587,4494,28,25
MYapfHRdMQy0F896,0.09333333333333334,0.07,0.66,0.07838983050847458,19543,28,21
REET2bXPahcOBXWy,0.06333333333333334,0.02666666666666667,0.44,0.038394415357766144,2575,19,8
0mtMahErLgwnbCRg,0.02666666666666667,0.016666666666666666,0.14,0.019867549668874173,375,8,5
eaRSuBf4dWvdeEe3,0.0033333333333333335,0.023333333333333334,0.16,0.014084507042253521,433,1,7
wnfWFeCUuTk2zybq,0.07666666666666666,0.09,0.56,0.06363636363636363,1927,23,27
Li9KtqJG7gA9wUKW,0.02666666666666667,0.023333333333333334,0.2,0.019120458891013385,3157,8,7
nE3KEUpheD6M1mWo,0.26666666666666666,0.20333333333333334,1.0,0.22933884297520662,19543,80,61
PRdYqlIgGlezbMCG,0.04666666666666667,0.03333333333333333,0.38,0.036468330134357005,2575,14,10
3YS0szYRZ0xEGaPm,0.006666666666666667,0.02,0.12,0.011299435028248588,315,2,6
vplsc8aHsinLSrLT,0.07333333333333333,0.06666666666666667,0.56,0.0625,599,22,20
o3P3sfl8jy8aO1oD,0.013333333333333334,0.013333333333333334,0.14,0.013675213675213675,1839,4,4
aGUhK6YeXIoxoyRG,0.006666666666666667,0.0033333333333333335,0.06,0.005859375,1177,2,1
OoX5WafJbBN0GSwT,0.006666666666666667,0.02,0.16,0.015414258188824663,1927,2,6
qXte9Fv85q7jjQoA,0.03,0.016666666666666666,0.24,0.024439918533604887,502,9,5
6jkzb5eLutcnIrV1,0.36,0.3333333333333333,1.0,0.3386243386243386,19543,108,100
CM0w382BKbFKJEPT,0.016666666666666666,0.0033333333333333335,0.1,0.008635578583765112,2193,5,1
gDTdLOyLRt6Yj3vT,0.17666666666666667,0.18,1.0,0.13786008230452676,12145,53,54
o8gTc5zFOcjAQI1y,0.006666666666666667,0.03,0.18,0.018315018315018316,2193,2,9
BDBWJS68e40SdM8k,0.08,0.07,0.58,0.05776892430278884,12145,24,21
6VU5eklwKCYW129S,0.006666666666666667,0.0,0.04,0.003430531732418525,268,2,0
Z01CjWOHd89z6kv5,0.08333333333333333,0.056666666666666664,0.48,0.06923076923076923,19543,25,17
PvDlkDK4YLpSNt5j,0.0,0.0,0.0,0.0,0,0,0
Ys8uO0VYUcoU1lgV,0.16666666666666666,0.12,1.0,0.14688128772635814,19543,50,36
gQWzI2kYjhqpPMoE,0.04666666666666667,0.03,0.3,0.03456221198156682,580,14,9
oYqWCh99JgkR7j6Q,0.01,0.04,0.28,0.02702702702702703,315,3,12
FpB8lmHYpd7fRs2z,0.0,0.0,0.0,0.0,0,0,0
qx5I5w8Tq0lpfIXA,0.03,0.02666666666666667,0.24,0.02434077079107505,899,9,8
wO3zI24BL4YJYsjM,0.21333333333333335,0.25333333333333335,0.94,0.21272365805168986,19543,64,76
6R2AW4fflGK1XES7,0.06,0.03,0.4,0.048034934497816595,2726,18,9
3YE7RIdtOi8G93qL,0.023333333333333334,0.016666666666666666,0.22,0.020637898686679174,1107,7,5
V8oSuHxIM3DXa4FP,0.013333333333333334,0.02,0.14,0.01607142857142857,2368,4,6
NjuXUWyxvJYkcRtp,0.0,0.0,0.0,0.0,0,0,0
9x7OIKR6lvfPvVSt,0.0,0.0,0.0,0.0,0,0,0
wIHxtaHqJZAdPZeI,0.15666666666666668,0.09333333333333334,1.0,0.14840182648401826,12145,47,28
JTrdTaZJvSiLPkXj,0.0,0.0,0.0,0.0,0,0,0
FKEmlZLLx15ju20o,0.0,0.0,0.0,0.0,0,0,0
kFFbTevPhOCC55YE,0.0033333333333333335,0.0033333333333333335,0.04,0.0035842293906810036,1770,1,1
d6xp4rWLKf36f5oP,0.22333333333333333,0.19333333333333333,1.0,0.17735042735042736,19543,67,58
yKS6OP6WhPrXslGy,0.056666666666666664,0.05,0.5,0.049429657794676805,4494,17,15
CIxHPhMqdEsbkWx0,0.03666666666666667,0.016666666666666666,0.24,0.02643171806167401,3157,11,5
vYNsClRVbJduG81F,0.0,0.0,0.0,0.0,0,0,0
Yb32HiaY2KE7XY6c,0.06666666666666667,0.04666666666666667,0.42,0.046460176991150445,914,20,14
ZKPACQJwmNP93Ry4,0.0,0.0,0.0,0.0,0,0,0
ZG1GYVNHv5AePpbx,0.023333333333333334,0.043333333333333335,0.32,0.030534351145038167,1016,7,13
bCB0F3ZC9PZbqMhx,0.17333333333333334,0.18,0.98,0.1688073394495413,19543,52,54
dHObOnK4HGX5oP17,0.0,0.0,0.0,0.0,0,0,0
YVFSp7MrPWqkZGjy,0.04,0.03666666666666667,0.3,0.02973977695167286,914,12,11
iKLFlrnqgZfODUMd,0.056666666666666664,0.04666666666666667,0.42,0.04941176470588235,2726,17,14
PJZjiP5g7BhDkz3V,0.17666666666666667,0.12,1.0,0.1580135440180587,12145,53,36
pAThjs5B82zdAxSb,0.023333333333333334,0.02666666666666667,0.12,0.019569471624266144,670,7,8
Jncyh7afBPzE90Wq,0.016666666666666666,0.006666666666666667,0.08,0.008695652173913044,903,5,2
VEOJy8zbDVyVOZhZ,0.006666666666666667,0.006666666666666667,0.06,0.006711409395973154,375,2,2
0RPlHpj6fkMpjLKI,0.06666666666666667,0.1,0.82,0.08216432865731463,19543,20,30
66Y6eho4XmNZF4WL,0.06666666666666667,0.1,0.78,0.07027027027027027,12145,20,30
tYwyYIDlUFJVoOPA,0.013333333333333334,0.023333333333333334,0.16,0.01646090534979424,355,4,7
buvb7j5vga3aT1U7,0.22,0.05333333333333334,1.0,0.13827993254637436,12145,66,16
m9uxvlPokhIwfJkv,0.03333333333333333,0.023333333333333334,0.26,0.029411764705882353,1177,10,7
uw9mUXMeZlgdrl30,0.02,0.03,0.2,0.021551724137931036,1143,6,9
LKdzjxego6mKiHPd,0.013333333333333334,0.02,0.16,0.014625228519195612,1045,4,6
7iME63KSl3zvDbWT,0.0,0.0033333333333333335,0.02,0.0017035775127768314,977,0,1
eyYihLVvigEXV44n,0.05333333333333334,0.04,0.4,0.046296296296296294,1839,16,12
un9rG7sdTC9ski7f,0.006666666666666667,0.016666666666666666,0.1,0.011945392491467578,3659,2,5
py4T5W2RZtwJhMzn,0.26,0.3466666666666667,1.0,0.26796116504854367,19543,78,104
rbaD0Z86NG0c6XGA,0.016666666666666666,0.02666666666666667,0.22,0.018998272884283247,2080,5,8
4OAqjBGD57tfYqBO,0.0,0.0,0.0,0.0,0,0,0
OG9c8az876nXIG9o,0.19666666666666666,0.23333333333333334,1.0,0.20892857142857144,19543,59,70
yocWtNuql6RJxh0I,0.14666666666666667,0.11333333333333333,0.76,0.11632270168855535,12145,44,34
6hPre31HSNuDW2To,0.0,0.0,0.0,0.0,0,0,0
M9fM6pfMhsMxRF9Q,0.0,0.0,0.0,0.0,0,0,0
YDO8B5CxYSfBmcho,0.22,0.2,0.98,0.1958041958041958,19543,66,60
VECHJHEfnSTDIOhS,0.013333333333333334,0.01,0.08,0.01206896551724138,303,4,3
jjmjwsE6jUA88Y91,0.08666666666666667,0.09333333333333334,0.66,0.06986899563318777,3070,26,28
ROsA39pA6FyM7xUS,0.01,0.0033333333333333335,0.06,0.007220216606498195,417,3,1
f1vwE3pw1UMRnmWA,0.013333333333333334,0.03666666666666667,0.26,0.028089887640449437,12145,4,11
6ykwejS9tkRYIKbB,0.02,0.04,0.28,0.0285204991087344,3659,6,12
4d56bexpi9UCm6JN,0.0,0.0,0.0,0.0,0,0,0
kiqkzuqIqcHy3KAd,0.07333333333333333,0.06,0.54,0.06016597510373444,3070,22,18
pUVPzHYLugk1tQRb,0.08,0.05,0.46,0.06261510128913444,12145,24,15
TRUYoYvCwv5lBOi3,0.023333333333333334,0.05333333333333334,0.34,0.03508771929824561,3027,7,16
cwUSEbmedoRYSyF1,0.03666666666666667,0.02,0.24,0.027726432532347505,316,11,6
jhqvJdOYB0SP0KqJ,0.0,0.0,0.0,0.0,0,0,0
9XvO3wY800LCdjTS,0.02666666666666667,0.02,0.22,0.02578268876611418,3659,8,6
lYd3KMueMdkhLsGw,0.016666666666666666,0.013333333333333334,0.12,0.012345679012345678,526,5,4
slnRhcp9Sjc7mxK2,0.02,0.01,0.1,0.01289134438305709,1839,6,3
yjNxZGkUwdxFSqG2,0.01,0.02,0.14,0.013972055888223553,613,3,6
zIHnSynuYL5tx3N9,0.08,0.14,1.0,0.11055276381909548,19543,24,42
beFjo7qRKpO4zgxJ,0.043333333333333335,0.013333333333333334,0.2,0.02491103202846975,580,13,4
xDHLIpLZ1xoGNMuq,0.01,0.01,0.1,0.011210762331838564,133,3,3
4CXxD9FVnSrQfpbl,0.08666666666666667,0.12333333333333334,0.7,0.09574468085106383,19543,26,37
qMdmKdWWAJ7LH1EF,0.10333333333333333,0.1,0.88,0.08979591836734693,1092,31,30
nEhCqVueeCqQ0bAw,0.0,0.0,0.0,0.0,0,0,0
s7CACn7KaLNfEiFZ,0.056666666666666664,0.043333333333333335,0.44,0.04158790170132325,2726,17,13
DKp6YGzVwJ8MHOgs,0.05333333333333334,0.04666666666666667,0.36,0.043795620437956206,977,16,14
V7kGiZ0NAPw2Pi96,0.1,0.04,0.68,0.07129455909943715,3070,30,12
sxchrsSJfjoVYM7M,0.02,0.0,0.12,0.010135135135135136,859,6,0
i7sqap5TM0TBVqxE,0.03,0.02666666666666667,0.24,0.023423423423423424,1616,9,8
m4w9U0bq89MRvkIT,0.04666666666666667,0.07,0.6,0.05719557195571956,3659,14,21
QWkjfAL3j467LIvR,0.023333333333333334,0.03,0.22,0.021442495126705652,1157,7,9
xRHk5UoPQwb2829a,0.06666666666666667,0.06,0.48,0.05043859649122807,849,20,18
qDbb4zZ3Ez2BcMtQ,0.043333333333333335,0.02,0.34,0.03119584055459272,4494,13,6
hypt2ei58EgTLZbN,0.0,0.0,0.0,0.0,0,0,0
YIFKitLz9swgKX0O,0.02,0.013333333333333334,0.12,0.017761989342806393,2368,6,4
NEfImivbDRrJTClD,0.0,0.0,0.0,0.0,0,0,0
03ztb1gtRFC4K4vP,0.0,0.0,0.0,0.0,76,0,0
DYyORpBiiBNDbyrp,0.2633333333333333,0.18,1.0,0.16292134831460675,580,79,54
r5GoXq7CjXHn3Oqv,0.0,0.0,0.0,0.0,0,0,0
yXSLtT9nmHUvM6TQ,0.06333333333333334,0.07666666666666666,0.72,0.07341269841269842,12145,19,23
ERUBMWMNw5S6KkAe,0.04,0.05333333333333334,0.4,0.04338394793926247,1638,12,16
npt43pumHHYjlea4,0.12666666666666668,0.16333333333333333,1.0,0.14095744680851063,19543,38,49
6NcOwPQmaRm0JVH4,0.16,0.16666666666666666,1.0,0.134,12145,48,50
j1oE7cMLPYR53QEt,0.0,0.0,0.0,0.0,0,0,0
XPUnGQx8Zx2h3eFs,0.056666666666666664,0.07666666666666666,0.58,0.06837606837606838,19543,17,23
rgl1FNMuwVUthVnR,0.02666666666666667,0.043333333333333335,0.36,0.036093418259023353,1284,8,13
cQxgV5BSTKXghhN0,0.01,0.02,0.16,0.014084507042253521,427,3,6
DnLkThD6as8rkZ3s,0.01,0.0033333333333333335,0.04,0.005847953216374269,813,3,1
TAAD8ellMGkGq9BC,0.02666666666666667,0.043333333333333335,0.36,0.03728070175438596,1770,8,13
iCzOVimdZ1UNJoPZ,0.056666666666666664,0.03,0.36,0.03838383838383838,2326,17,9
0bWcEBEtxW0BrYte,0.023333333333333334,0.02666666666666667,0.26,0.02486678507992895,3070,7,8
GSCnnymn6nZc2ayp,0.03666666666666667,0.01,0.22,0.023032629558541268,179,11,3
bmm8LDzgb21jOX1T,0.016666666666666666,0.03333333333333333,0.22,0.02264808362369338,870,5,10
yuGGYBjV1JH8EGwf,0.2633333333333333,0.26,1.0,0.2578616352201258,19543,79,78
hyMZJIp9YDOSL6Vw,0.06,0.056666666666666664,0.44,0.04631578947368421,3659,18,17
prBQZM9YWgknICEh,0.07333333333333333,0.05333333333333334,0.46,0.04716981132075472,2326,22,16
rSEqvyYQVz2uMIi0,0.09666666666666666,0.09,0.88,0.08858267716535433,12145,29,27
nBpQeTt1L3RDsqQT,0.05333333333333334,0.056666666666666664,0.38,0.04578313253012048,3027,16,17
7HFhac84x5BS4DZ4,0.06666666666666667,0.1,0.78,0.07536764705882353,19543,20,30
hFZ12P8v3HIqzi2E,0.01,0.016666666666666666,0.12,0.011235955056179775,12145,3,5
ckpWmLlIVQAFHUHr,0.0,0.0,0.0,0.0,0,0,0
uaMQUckhYqpHuiww,0.0,0.0,0.0,0.0,0,0,0
jcemBj7NVhzfez1S,0.0,0.0,0.0,0.0,0,0,0
xzwLwo7ZljmtWqKO,0.01,0.0033333333333333335,0.06,0.005253940455341506,670,3,1
roeuXypSjPNyDlTi,0.0,0.0,0.0,0.0,0,0,0
tQ4hK8TVD8Lsq85n,0.03,0.013333333333333334,0.2,0.018867924528301886,369,9,4
a5HgSP9snmuCTm41,0.016666666666666666,0.02,0.16,0.01386481802426343,643,5,6
0Mflm159FSXnIMGN,0.03333333333333333,0.03,0.34,0.03300970873786408,4494,10,9
jp1A2rZvwpYJcQdu,0.03666666666666667,0.05333333333333334,0.44,0.04564315352697095,2726,11,16
Lk40lsC8CTpT7zWz,0.0,0.0,0.0,0.0,0,0,0
3XsZwTGUQ1CLPzU8,0.01,0.01,0.06,0.0072992700729927005,1062,3,3
Y9uLvLGh0ReLn4rR,0.09333333333333334,0.07666666666666666,0.72,0.08695652173913043,12145,28,23
CzkQIAKTeWZbXO5e,0.08,0.05333333333333334,0.72,0.07116104868913857,19543,24,16
FyKYKNSNYzYTH1MC,0.02,0.016666666666666666,0.14,0.01715686274509804,639,6,5
lQUov1qvKPSDKTOq,0.05333333333333334,0.06333333333333334,0.58,0.05765407554671968,12145,16,19
gykKkMb1OoevzMQh,0.03,0.04666666666666667,0.32,0.03206412825651302,1153,9,14
yaaExviHnxq3MmMD,0.023333333333333334,0.04,0.3,0.029354207436399216,1143,7,12
W4mcfi6PUIykyRvD,0.0,0.0,0.0,0.0,0,0,0
TaOJrHAlvmjbUKTq,0.016666666666666666,0.013333333333333334,0.18,0.015100671140939598,2368,5,4
hTmnvC9pTddPNTbK,0.02,0.02666666666666667,0.18,0.018367346938775512,1839,6,8
MFa8ite8dx7kN1HX,0.25333333333333335,0.2,1.0,0.20208333333333334,19543,76,60
1kCRk2RxLj7bMKi7,0.1,0.08666666666666667,0.74,0.08428246013667426,12145,30,26
36dSUygZRRc4rzjf,0.05,0.043333333333333335,0.38,0.037243947858473,3178,15,13
ygbYLQ6LgsL9I87M,0.08666666666666667,0.056666666666666664,0.68,0.07401032702237521,12145,26,17
97riL8KqQJ3RDw6Z,0.0,0.0,0.0,0.0,0,0,0
7YEgNmgp7xJUWd3M,0.0,0.0,0.0,0.0,0,0,0
muEgD79kQhsYvqNr,0.0,0.0,0.0,0.0,0,0,0
GXOYJ1zN0ibvqMq5,0.0,0.0,0.0,0.0,0,0,0
Pdl3iIJVLSkfEQsH,0.09666666666666666,0.10333333333333333,0.62,0.0846774193548387,12145,29,31
SpJOGNJ5puhv1176,0.006666666666666667,0.02,0.14,0.016913319238900635,670,2,6
fTNnwBQeUoEgKgv7,0.0,0.0,0.0,0.0,0,0,0
2W2gysE2yo5ZCbu5,0.07333333333333333,0.04,0.48,0.051188299817184646,4494,22,12
xfVMQUM4hWGyzCXO,0.03666666666666667,0.04666666666666667,0.34,0.033271719038817,3070,11,14
DKIwmRDNW9vz0qvl,0.006666666666666667,0.01,0.1,0.008361204013377926,2726,2,3
dkPW1ez4OuJlKP6f,0.13333333333333333,0.09333333333333334,1.0,0.10436432637571158,19543,40,28
jxvRfqmkgvUfcl2M,0.23666666666666666,0.3233333333333333,1.0,0.24909090909090909,19543,71,97
YFkIhQ8DJd3N4eet,0.07333333333333333,0.023333333333333334,0.36,0.0472972972972973,19543,22,7
1vLMj2GQWeRVi8LH,0.2733333333333333,0.09666666666666666,0.96,0.168141592920354,19543,82,29
VDQwEygeOTfUYPaM,0.023333333333333334,0.016666666666666666,0.18,0.017408123791102514,2575,7,5
kaRamt9VyJSaYgKW,0.04,0.023333333333333334,0.24,0.02891156462585034,1927,12,7
1SwgTjzXb6hQybid,0.016666666666666666,0.02,0.2,0.019867549668874173,3659,5,6
XqxxNsGz42kfPdUH,0.016666666666666666,0.006666666666666667,0.12,0.012396694214876033,159,5,2
IwtCQ8AzVVD6BejC,0.0,0.0,0.0,0.0,0,0,0
VclWPqofiC7fDz44,0.056666666666666664,0.07333333333333333,0.66,0.06680161943319839,12145,17,22
TUDQq4IERCwgeiJX,0.15333333333333332,0.21333333333333335,1.0,0.18397085610200364,19543,46,64
C2TaoG0LPWHuOhw3,0.05333333333333334,0.043333333333333335,0.4,0.040983606557377046,2575,16,13
Ef5Vt80wmgNtsI5i,0.01,0.0033333333333333335,0.04,0.006734006734006734,1107,3,1
q4XvaGPLV0T03nY0,0.12333333333333334,0.09333333333333334,0.98,0.1054945054945055,12145,37,28
6CmN8VgewXU3fHFM,0.06666666666666667,0.07666666666666666,0.5,0.061068702290076333,1927,20,23
sRH6xRr8PJbfY3T2,0.043333333333333335,0.03,0.28,0.03258145363408521,3659,13,9
Q0Xmt80EoEtDhue2,0.35333333333333333,0.21333333333333335,1.0,0.2713472485768501,19543,106,64
LeWIzjoTRN8saOxg,0.12,0.06666666666666667,0.4,0.09029345372460497,3659,36,20
gJwRWz2VYpVn5ydV,0.0,0.0,0.0,0.0,0,0,0
PfpBbWC1NSI1R3ic,0.09333333333333334,0.09333333333333334,0.66,0.07551487414187644,2575,28,28
r1cWjMMXy3NWFQvC,0.056666666666666664,0.06,0.44,0.04781704781704782,1143,17,18
S79iTdWg6KGQKQFH,0.14,0.14,1.0,0.13812154696132597,19543,42,42
5GIQoX1BOgGFgRX0,0.03333333333333333,0.043333333333333335,0.26,0.028888888888888888,310,10,13
ONt76nXib2g0Liv2,0.24333333333333335,0.31666666666666665,0.98,0.25426944971537,19543,73,95
aTP91ksfZys07cAE,0.043333333333333335,0.023333333333333334,0.26,0.02771855010660981,385,13,7
ueZCPjDzLgZX0ERo,0.08333333333333333,0.09333333333333334,0.72,0.07243460764587525,3178,25,28
3deDlCVIqJTTeUqZ,0.06,0.06,0.46,0.04428044280442804,195,18,18
EdFJISSez6joNW5v,0.02666666666666667,0.02666666666666667,0.26,0.02524271844660194,3659,8,8
rClUPJadYPRgMD5I,0.21333333333333335,0.03333333333333333,0.82,0.12323943661971831,12145,64,10
nDAGp8HHywWJDO0q,0.03666666666666667,0.03666666666666667,0.34,0.038461538461538464,2326,11,11
4JwefDcGAcFoWojp,0.0,0.0,0.0,0.0,0,0,0
LzxNplnku9HNxwgW,0.01,0.016666666666666666,0.14,0.014414414414414415,1107,3,5
eDmVfXxFBgOsqzcW,0.04,0.016666666666666666,0.26,0.028409090909090908,3659,12,5
mNB2sjQ8gpUylcZb,0.0033333333333333335,0.006666666666666667,0.06,0.005050505050505051,169,1,2
W07S8Ryz6DTVRc1V,0.05,0.02666666666666667,0.34,0.03527336860670194,4494,15,8
XBdWi8yA45Kzgkqn,0.17,0.14333333333333334,0.92,0.13948919449901767,19543,51,43
wTkkWHKBTXtUqTjr,0.04666666666666667,0.03,0.38,0.04103671706263499,2326,14,9
tv2CeKgb2k9eOApF,0.006666666666666667,0.006666666666666667,0.04,0.0038461538461538464,1016,2,2
tzjd4pmYXBdHq5qC,0.05,0.043333333333333335,0.44,0.044921875,147,15,13
h4wbz33RQviZLJgq,0.013333333333333334,0.02,0.16,0.015789473684210527,1646,4,6
fjh6ggR3EeCB7pnH,0.08666666666666667,0.08333333333333333,0.6,0.0651685393258427,3659,26,25
R66chaldEN0epFjt,0.023333333333333334,0.013333333333333334,0.2,0.02027027027027027,1284,7,4
uCLGHTfEronptuWn,0.04,0.03666666666666667,0.34,0.03313840155945419,903,12,11
mbuxc7lObtObnQdJ,0.17,0.08,1.0,0.1316793893129771,12145,51,24
1a78V719IMawXjDx,0.17333333333333334,0.19666666666666666,1.0,0.18125,19543,52,59
1guc0nH9GKcF5YLu,0.0,0.0,0.0,0.0,0,0,0
S6zM6hiHF0XCrrdt,0.0,0.0,0.0,0.0,0,0,0
eAAR7MPdfzwIogPy,0.04,0.02,0.3,0.028901734104046242,2726,12,6
zHKW7acPOkntNFf8,0.023333333333333334,0.006666666666666667,0.16,0.017456359102244388,869,7,2
s4Lp3ZuNjeznNJnP,0.03,0.02666666666666667,0.26,0.025193798449612403,1153,9,8
86EbpVfyg4JBN5ok,0.08666666666666667,0.056666666666666664,0.68,0.0738255033557047,19543,26,17
WlunyuwV2wNDDePP,0.15666666666666668,0.12333333333333334,1.0,0.10699588477366255,869,47,37
Tfn3aT2sxrjiSdCF,0.03333333333333333,0.016666666666666666,0.22,0.021611001964636542,700,10,5
pTJcwdgpLRe05BVE,0.05,0.023333333333333334,0.4,0.03676470588235294,3178,15,7
FaZojDcF3gE48TWA,0.10333333333333333,0.06666666666666667,0.82,0.07975460122699386,19543,31,20
AdiiK1J7lWzpkroh,0.006666666666666667,0.01,0.06,0.006968641114982578,1092,2,3
GEHOv0en9CMurPR2,0.06333333333333334,0.043333333333333335,0.36,0.03776978417266187,3157,19,13
ur50zM2sbAapI5tD,0.04,0.02666666666666667,0.28,0.030303030303030304,3178,12,8
Bz6xXGavZefjvw9X,0.02,0.01,0.14,0.013409961685823755,621,6,3
bMGevqYYGb1sTDXo,0.013333333333333334,0.0,0.08,0.00881057268722467,433,4,0
ynf3AkaKxUMK8n2p,0.28,0.37666666666666665,1.0,0.3151183970856102,1927,84,113
596cSc02bC3ZSv6y,0.08666666666666667,0.07,0.48,0.05639913232104121,2326,26,21
Noh1IBaATyzfAY1W,0.04,0.023333333333333334,0.32,0.03368421052631579,441,12,7
aI8tBxMVKrhH4bEM,0.04666666666666667,0.02666666666666667,0.3,0.033185840707964605,3178,14,8
uqkAHTzA5KUeUuIH,0.0,0.0,0.0,0.0,0,0,0
dzAUx8jlyvBXlnmz,0.03666666666666667,0.06666666666666667,0.48,0.049586776859504134,882,11,20
AVPr3F8h5ahCgmiH,0.0,0.0,0.0,0.0,0,0,0
jROoUiKNy6vCSNrw,0.06666666666666667,0.06666666666666667,0.42,0.050239234449760764,1638,20,20
9ALISh5aKXxaYu8W,0.0,0.0,0.0,0.0,0,0,0
kGpTIbq76OxThgvj,0.20666666666666667,0.19,1.0,0.17383177570093458,19543,62,57
TN2HakCpBYnUfvTp,0.056666666666666664,0.056666666666666664,0.5,0.059278350515463915,3659,17,17
FeWTlZUgOVsCrcho,0.01,0.013333333333333334,0.1,0.010657193605683837,899,3,4
91KsP0it3IjnRrkW,0.013333333333333334,0.006666666666666667,0.12,0.010948905109489052,1157,4,2
vSvU48u9udF9Zqld,0.013333333333333334,0.01,0.1,0.009111617312072893,159,4,3
lSvbW2UBIW3g56lf,0.13666666666666666,0.12,0.92,0.10900473933649289,147,41,36
yPrM9knzFG7wbtmD,0.016666666666666666,0.03333333333333333,0.24,0.026881720430107527,1157,5,10
qklTmEl6tzAGlQmM,0.05,0.08333333333333333,0.56,0.06037735849056604,2368,15,25
WBko45XvgppareBi,0.03333333333333333,0.04666666666666667,0.3,0.035545023696682464,2326,10,14
7wAf469zqeRE1X0E,0.016666666666666666,0.016666666666666666,0.3,0.016483516483516484,12145,5,5
itPJ8oRR8FkK5LIE,0.023333333333333334,0.006666666666666667,0.14,0.013916500994035786,1153,7,2
k5Vl9OBO9Gogl4Hc,0.04666666666666667,0.056666666666666664,0.4,0.045351473922902494,1646,14,17
2uAZJilmYQaoB5VV,0.0,0.0,0.0,0.0,0,0,0
8cSlDeGJWwarGd8m,0.09,0.08333333333333333,0.82,0.08333333333333333,19543,27,25
kP5kZAPwyYRS44Kw,0.04666666666666667,0.03,0.24,0.035381750465549346,580,14,9
rhW9GwPkzJv3tqMn,0.006666666666666667,0.08666666666666667,0.48,0.047957371225577264,1583,2,26
Itenv2RZ5cr1VZcs,0.0033333333333333335,0.013333333333333334,0.08,0.008375209380234505,337,1,4
MKTKIMiPFueBofkI,0.023333333333333334,0.01,0.18,0.017208413001912046,1062,7,3
XtRzVAFb9KLtR7LX,0.03,0.0033333333333333335,0.18,0.017699115044247787,473,9,1
5t670mkkmx9XUp12,0.013333333333333334,0.0033333333333333335,0.06,0.009380863039399626,859,4,1
iUng73UhH43kpuxh,0.03,0.07666666666666666,0.56,0.05008635578583765,4494,9,23
TK2H80IULK8hzeIc,0.043333333333333335,0.04666666666666667,0.34,0.04562043795620438,3659,13,14
u4hftjenWqHZoMep,0.03,0.016666666666666666,0.22,0.022964509394572025,423,9,5
AlZQB4Xe1ewhTr20,0.0033333333333333335,0.01,0.08,0.007246376811594203,1133,1,3
ngfajDZ86pgODPhj,0.0,0.0,0.0,0.0,0,0,0
YPVDbk4EWvKMLkNn,0.01,0.016666666666666666,0.12,0.011560693641618497,37,3,5
zVtJb0G3buVrsdue,0.023333333333333334,0.023333333333333334,0.2,0.019342359767891684,899,7,7
zEW1nRsUbQutekUT,0.043333333333333335,0.043333333333333335,0.4,0.04158004158004158,2080,13,13
LQjXLZkXWq1H4O37,0.023333333333333334,0.05,0.38,0.03862660944206009,882,7,15
mCjVYxzwO66drxyh,0.29,0.23333333333333334,1.0,0.22810590631364563,12145,87,70
vvBpNv1yHdeuRnEE,0.06666666666666667,0.07,0.42,0.04700854700854701,3027,20,21
RBNzTIqzFYALIO8M,0.04666666666666667,0.03666666666666667,0.32,0.03640256959314775,4494,14,11
AyHTftILaHXE9d9K,0.0,0.0,0.0,0.0,0,0,0
AP6MYufvHScjddkn,0.023333333333333334,0.043333333333333335,0.32,0.032520325203252036,2368,7,13
SgnFHzzDuTHB1nRO,0.18666666666666668,0.12333333333333334,1.0,0.14465408805031446,19543,56,37
90ydM4flSwTx6HwA,0.05333333333333334,0.05,0.44,0.04271844660194175,3070,16,15
tPWmATASsDeXVWeo,0.02666666666666667,0.03333333333333333,0.24,0.02575107296137339,599,8,10
stalLo1ZdcadxOV4,0.1,0.12,0.98,0.1016260162601626,12145,30,36
ul7KvRlIF0PH3zke,0.02,0.04,0.28,0.026223776223776224,2326,6,12
wUGyfP2RDKdjziSq,0.0,0.0,0.0,0.0,0,0,0
